timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1620228885967,375,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,1,1,http://localhost:8080/?token=466636729&user=1964540572&conf=2,375,0,1
1620228887842,335,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,2,2,http://localhost:8080/?token=466636729&user=1964540572&conf=2,335,0,0
1620228888966,376,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,2,2,http://localhost:8080/?token=466636729&user=1964540572&conf=2,376,0,1
1620228889677,337,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,2,2,http://localhost:8080/?token=466636729&user=1964540572&conf=2,337,0,0
1620228890842,336,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,3,3,http://localhost:8080/?token=466636729&user=1964540572&conf=2,336,0,0
1620228891514,338,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,3,3,http://localhost:8080/?token=466636729&user=1964540572&conf=2,338,0,0
1620228891968,370,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,155,3,3,http://localhost:8080/?token=466636729&user=1964540572&conf=2,370,0,0
1620228892678,339,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,3,3,http://localhost:8080/?token=466636729&user=1964540572&conf=2,339,0,0
1620228893352,339,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,4,4,http://localhost:8080/?token=466636729&user=1964540572&conf=2,339,0,0
1620228893838,343,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,155,4,4,http://localhost:8080/?token=466636729&user=1964540572&conf=2,343,0,0
1620228894517,341,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,4,4,http://localhost:8080/?token=466636729&user=1964540572&conf=2,341,0,0
1620228894967,375,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,155,4,4,http://localhost:8080/?token=466636729&user=1964540572&conf=2,375,0,1
1620228895191,342,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,4,4,http://localhost:8080/?token=466636729&user=1964540572&conf=2,342,0,0
1620228895681,343,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,155,4,4,http://localhost:8080/?token=466636729&user=1964540572&conf=2,343,0,0
1620228896358,346,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,5,5,http://localhost:8080/?token=466636729&user=1964540572&conf=2,346,0,0
1620228896842,346,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,155,5,5,http://localhost:8080/?token=466636729&user=1964540572&conf=2,346,0,0
1620228897034,347,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,5,5,http://localhost:8080/?token=466636729&user=1964540572&conf=2,347,0,0
1620228897524,348,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,155,5,5,http://localhost:8080/?token=466636729&user=1964540572&conf=2,348,0,0
