timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1620229910006,266,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,1,1,http://localhost:8080/?token=466636729&user=1964540572&conf=3,266,0,1
1620229911773,234,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,2,2,http://localhost:8080/?token=466636729&user=1964540572&conf=3,234,0,0
1620229913006,276,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,2,2,http://localhost:8080/?token=466636729&user=1964540572&conf=3,276,0,0
1620229913507,236,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,2,2,http://localhost:8080/?token=466636729&user=1964540572&conf=3,236,0,0
1620229914782,238,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,3,3,http://localhost:8080/?token=466636729&user=1964540572&conf=3,238,0,0
1620229915243,243,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,3,3,http://localhost:8080/?token=466636729&user=1964540572&conf=3,243,0,0
1620229916006,269,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,155,3,3,http://localhost:8080/?token=466636729&user=1964540572&conf=3,269,0,0
1620229916520,240,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,3,3,http://localhost:8080/?token=466636729&user=1964540572&conf=3,240,0,0
1620229916987,239,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,3,3,http://localhost:8080/?token=466636729&user=1964540572&conf=3,239,0,0
1620229917774,241,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,155,4,4,http://localhost:8080/?token=466636729&user=1964540572&conf=3,241,0,0
1620229918260,242,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,4,4,http://localhost:8080/?token=466636729&user=1964540572&conf=3,242,0,0
1620229918725,242,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,4,4,http://localhost:8080/?token=466636729&user=1964540572&conf=3,242,0,0
1620229919005,278,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,155,4,4,http://localhost:8080/?token=466636729&user=1964540572&conf=3,278,0,0
1620229919515,242,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,155,4,4,http://localhost:8080/?token=466636729&user=1964540572&conf=3,242,0,0
1620229920002,245,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,4,4,http://localhost:8080/?token=466636729&user=1964540572&conf=3,245,0,0
1620229920468,243,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,5,5,http://localhost:8080/?token=466636729&user=1964540572&conf=3,243,0,0
1620229920784,243,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,155,5,5,http://localhost:8080/?token=466636729&user=1964540572&conf=3,243,0,0
1620229921257,245,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,155,5,5,http://localhost:8080/?token=466636729&user=1964540572&conf=3,245,0,0
1620229921748,247,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,5,5,http://localhost:8080/?token=466636729&user=1964540572&conf=3,247,0,0
1620229922005,280,HTTP Request,200,OK,Thread Group 1-5,text,true,,367,155,5,5,http://localhost:8080/?token=466636729&user=1964540572&conf=3,280,0,1
