timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1620234240516,498,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,1,1,http://localhost:8080/?token=466636729&user=1964540572&conf=1,497,0,22
1620234242518,439,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,2,2,http://localhost:8080/?token=466636729&user=1964540572&conf=1,439,0,0
1620234243412,475,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,2,2,http://localhost:8080/?token=466636729&user=1964540572&conf=1,475,0,1
1620234244458,439,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,2,2,http://localhost:8080/?token=466636729&user=1964540572&conf=1,439,0,0
1620234245388,439,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,3,3,http://localhost:8080/?token=466636729&user=1964540572&conf=1,439,0,0
1620234246398,442,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,3,3,http://localhost:8080/?token=466636729&user=1964540572&conf=1,442,0,0
1620234246409,477,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,155,3,3,http://localhost:8080/?token=466636729&user=1964540572&conf=1,477,0,1
1620234247328,443,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,3,3,http://localhost:8080/?token=466636729&user=1964540572&conf=1,443,0,0
1620234248340,444,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,4,4,http://localhost:8080/?token=466636729&user=1964540572&conf=1,444,0,0
1620234248387,443,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,155,4,4,http://localhost:8080/?token=466636729&user=1964540572&conf=1,443,0,0
1620234249272,444,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,4,4,http://localhost:8080/?token=466636729&user=1964540572&conf=1,444,0,0
1620234249411,479,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,155,4,4,http://localhost:8080/?token=466636729&user=1964540572&conf=1,479,0,1
1620234250285,448,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,4,4,http://localhost:8080/?token=466636729&user=1964540572&conf=1,448,0,0
1620234250331,446,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,155,4,4,http://localhost:8080/?token=466636729&user=1964540572&conf=1,446,0,0
1620234251218,444,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,5,5,http://localhost:8080/?token=466636729&user=1964540572&conf=1,444,0,0
1620234251390,448,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,155,5,5,http://localhost:8080/?token=466636729&user=1964540572&conf=1,447,0,0
1620234252233,447,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,5,5,http://localhost:8080/?token=466636729&user=1964540572&conf=1,447,0,0
1620234252277,450,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,155,5,5,http://localhost:8080/?token=466636729&user=1964540572&conf=1,449,0,0
1620234252410,487,HTTP Request,200,OK,Thread Group 1-5,text,true,,367,155,5,5,http://localhost:8080/?token=466636729&user=1964540572&conf=1,487,0,2
1620234253163,461,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,5,5,http://localhost:8080/?token=466636729&user=1964540572&conf=1,461,0,0
1620234253339,448,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,155,5,5,http://localhost:8080/?token=466636729&user=1964540572&conf=1,448,0,0
1620234254181,451,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,6,6,http://localhost:8080/?token=466636729&user=1964540572&conf=1,451,0,0
1620234254227,452,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,155,6,6,http://localhost:8080/?token=466636729&user=1964540572&conf=1,451,0,0
1620234254398,454,HTTP Request,200,OK,Thread Group 1-5,text,true,,367,155,6,6,http://localhost:8080/?token=466636729&user=1964540572&conf=1,454,0,0
1620234255125,454,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,6,6,http://localhost:8080/?token=466636729&user=1964540572&conf=1,454,0,0
1620234255288,451,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,155,6,6,http://localhost:8080/?token=466636729&user=1964540572&conf=1,451,0,0
1620234255411,485,HTTP Request,200,OK,Thread Group 1-6,text,true,,367,155,6,6,http://localhost:8080/?token=466636729&user=1964540572&conf=1,485,0,1
1620234256133,451,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,6,6,http://localhost:8080/?token=466636729&user=1964540572&conf=1,451,0,0
1620234256179,454,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,155,6,6,http://localhost:8080/?token=466636729&user=1964540572&conf=1,454,0,0
1620234256353,456,HTTP Request,200,OK,Thread Group 1-5,text,true,,367,155,6,6,http://localhost:8080/?token=466636729&user=1964540572&conf=1,455,0,0
